sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
FM-PT,pressure,5564.965481892,1780040253.865949,0.8083827267149362,,77.09568167873404,psi,,hardware
FM-FM,flow,5564.967342515,1780040253.8678095,0.7772482368049904,,1.5271273238175223,gallons_per_minute,,hardware
OM-FM,flow,5564.969721816,1780040253.8701885,0.7801241612582399,,1.5328366678285448,gallons_per_minute,,hardware
OM-PT,pressure,5564.971144927,1780040253.871611,0.7988161800880647,,74.70404502201616,psi,,hardware
FM-PT,pressure,5564.974723731,1780040253.87519,0.7913948048823839,,72.84870122059597,psi,,hardware
FM-FM,flow,5564.976444467,1780040253.8769104,0.778815839149456,,1.5302393600349293,gallons_per_minute,,hardware
OM-FM,flow,5564.977880522,1780040253.8783462,0.78007409335066,,1.5327372719949852,gallons_per_minute,,hardware
OM-PT,pressure,5564.979291392,1780040253.8797574,0.7952565902777421,,73.81414756943552,psi,,hardware
FM-PT,pressure,5564.982496867,1780040253.882963,0.8069915541400379,,76.74788853500947,psi,,hardware
FM-FM,flow,5564.984604246,1780040253.88507,0.7772106858743055,,1.5270527769423523,gallons_per_minute,,hardware
OM-FM,flow,5564.987070436,1780040253.8875365,0.7800967431183747,,1.5327822367768336,gallons_per_minute,,hardware
OM-PT,pressure,5564.988610285,1780040253.8890767,0.7744301288640653,,68.60753221601631,psi,,hardware
FM-PT,pressure,5564.990018655,1780040253.8904848,0.7825721243109851,,70.64303107774627,psi,,hardware
FM-FM,flow,5564.993794068,1780040253.89426,0.7772035333160798,,1.5270385775375583,gallons_per_minute,,hardware
OM-FM,flow,5564.995328751,1780040253.8957946,0.7801348900955785,,1.5328579669357363,gallons_per_minute,,hardware
OM-PT,pressure,5564.996871675,1780040253.8973377,0.7711196864986046,,67.77992162465115,psi,,hardware
FM-PT,pressure,5564.998251767,1780040253.8987176,0.7792795633410887,,69.81989083527218,psi,,hardware
FM-FM,flow,5565.001950347,1780040253.9024162,0.777666065414675,,1.5279568057142532,gallons_per_minute,,hardware
OM-FM,flow,5565.003475845,1780040253.9039416,0.7802833056787617,,1.5331526045852168,gallons_per_minute,,hardware
OM-PT,pressure,5565.005089657,1780040253.9055555,0.7830376366421743,,70.75940916054357,psi,,hardware
FM-PT,pressure,5565.006462361,1780040253.906928,0.7691408120561615,,67.28520301404036,psi,,hardware
FM-FM,flow,5565.010099016,1780040253.910565,0.7772172423860124,,1.527065793063414,gallons_per_minute,,hardware
OM-FM,flow,5565.011618366,1780040253.9120843,0.7802147603290988,,1.5330165269559388,gallons_per_minute,,hardware
OM-PT,pressure,5565.013305565,1780040253.9137716,0.7544613783909533,,63.61534459773832,psi,,hardware
FM-PT,pressure,5565.014680047,1780040253.9151459,0.7628751710504498,,65.71879276261244,psi,,hardware
FM-FM,flow,5565.018239369,1780040253.9187055,0.7772303554094262,,1.5270918253055366,gallons_per_minute,,hardware
OM-FM,flow,5565.019765849,1780040253.9202316,0.7804305291689073,,1.533444875667232,gallons_per_minute,,hardware
OM-PT,pressure,5565.021524529,1780040253.9219906,0.7713116134776609,,67.82790336941521,psi,,hardware
FM-PT,pressure,5565.022900807,1780040253.9233665,0.7739330260673792,,68.4832565168448,psi,,hardware
FM-FM,flow,5565.026390593,1780040253.9268565,0.7772011491300046,,1.5270338444026268,gallons_per_minute,,hardware
OM-FM,flow,5565.027912814,1780040253.9283786,0.7800258135826366,,1.532641426012624,gallons_per_minute,,hardware
OM-PT,pressure,5565.029737493,1780040253.9302037,0.7625020459296759,,65.62551148241896,psi,,hardware
FM-PT,pressure,5565.030611481,1780040253.9310775,0.7728798118686452,,68.21995296716129,psi,,hardware
FM-FM,flow,5565.03452041,1780040253.9349866,0.7770735951749796,,1.526780621683796,gallons_per_minute,,hardware
OM-FM,flow,5565.036073241,1780040253.9365392,0.7802147603290988,,1.5330165269559388,gallons_per_minute,,hardware
OM-PT,pressure,5565.037889087,1780040253.9383552,0.7580412337829154,,64.51030844572885,psi,,hardware
FM-PT,pressure,5565.039291791,1780040253.9397576,0.7665801962113614,,66.64504905284035,psi,,hardware
FM-FM,flow,5565.042653079,1780040253.943119,0.7770223351743621,,1.5266788592827707,gallons_per_minute,,hardware
OM-FM,flow,5565.044218243,1780040253.944684,0.7802040314917602,,1.5329952278487473,gallons_per_minute,,hardware
OM-PT,pressure,5565.046132717,1780040253.9465988,0.7639146761792512,,65.9786690448128,psi,,hardware
FM-PT,pressure,5565.047021743,1780040253.9474876,0.7734549967592951,,68.36374918982376,psi,,hardware
FM-FM,flow,5565.05080097,1780040253.951267,0.7768906088937055,,1.5264173535778096,gallons_per_minute,,hardware
OM-FM,flow,5565.052363375,1780040253.9528291,0.7802844977717993,,1.5331549711526826,gallons_per_minute,,hardware
OM-PT,pressure,5565.054304312,1780040253.9547703,0.7643140273468527,,66.07850683671317,psi,,hardware
FM-PT,pressure,5565.055707348,1780040253.9561734,0.7697267257841499,,67.43168144603747,psi,,hardware
FM-FM,flow,5565.058936786,1780040253.9594028,0.7772392961072083,,1.5271095745615295,gallons_per_minute,,hardware
OM-FM,flow,5565.061620269,1780040253.9620867,0.7801480031189922,,1.5328839991778591,gallons_per_minute,,hardware
OM-PT,pressure,5565.063064601,1780040253.9635308,0.763514728965131,,65.87868224128273,psi,,hardware
FM-PT,pressure,5565.063941664,1780040253.9644074,0.7722885337219875,,68.07213343049686,psi,,hardware
FM-FM,flow,5565.068330012,1780040253.9687963,0.7772106858743055,,1.5270527769423523,gallons_per_minute,,hardware
OM-FM,flow,5565.069738623,1780040253.9702044,0.7801241612582399,,1.5328366678285448,gallons_per_minute,,hardware
OM-PT,pressure,5565.071149678,1780040253.9716156,0.7640368657156069,,66.00921642890172,psi,,hardware
FM-PT,pressure,5565.072046296,1780040253.9725122,0.7740355460686142,,68.50888651715356,psi,,hardware
FM-FM,flow,5565.076467718,1780040253.9769337,0.777028891686069,,1.5266918754038319,gallons_per_minute,,hardware
OM-FM,flow,5565.077875051,1780040253.9783409,0.7799960112566962,,1.5325822618259812,gallons_per_minute,,hardware
OM-PT,pressure,5565.079278106,1780040253.979744,0.7625634387211131,,65.64085968027827,psi,,hardware
FM-PT,pressure,5565.080152243,1780040253.9806182,0.7732606855941636,,68.3151713985409,psi,,hardware
