sensor_name,sensor_kind,t_monotonic,t_wall,Voltage 1,Voltage 2,value,units,filtered_value,source
E-LC,thrust,1192.354752477,1779490037.6023157,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.364793207,1779490037.6123567,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.373140188,1779490037.6207035,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.381980943,1779490037.6295445,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.391791896,1779490037.639356,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.401814387,1779490037.649378,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.409058847,1779490037.6566222,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.419001216,1779490037.666565,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.42751559,1779490037.6750786,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.436761978,1779490037.6843255,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.445362272,1779490037.692926,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.454545869,1779490037.702109,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.462562581,1779490037.7101262,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.471615022,1779490037.7191784,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.479731373,1779490037.7272947,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.489335788,1779490037.7368999,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.499361501,1779490037.746925,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.50780353,1779490037.7553666,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.517943233,1779490037.7655077,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.5275475,1779490037.775111,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.53591846,1779490037.7834818,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.545317688,1779490037.792881,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.553678093,1779490037.8012414,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.563638071,1779490037.8112013,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.571459725,1779490037.8190231,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.580939094,1779490037.8285024,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.590011571,1779490037.8375757,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.600036525,1779490037.8476005,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.607995463,1779490037.8555593,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.618040582,1779490037.8656046,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.626549328,1779490037.8741128,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.635249705,1779490037.8828132,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.643756154,1779490037.8913195,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.653033485,1779490037.900597,0.03299969641860681,0.030012646542506995,177.23162598192243,N,,hardware
E-LC,thrust,1192.662770666,1779490037.910334,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.67121162,1779490037.918775,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.681252425,1779490037.928816,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.691794818,1779490037.9393587,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.701824809,1779490037.9493887,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.710936764,1779490037.9585004,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.719001527,1779490037.966565,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.728089299,1779490037.9756532,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.736762549,1779490037.9843256,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.746414274,1779490037.9939778,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.753909251,1779490038.0014725,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.763624046,1779490038.0111876,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.771269104,1779490038.0188324,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.781299004,1779490038.0288622,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.79154022,1779490038.0391042,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.801563491,1779490038.049127,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.809359981,1779490038.0569234,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.819327257,1779490038.0668907,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.826559053,1779490038.0741222,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.836496609,1779490038.08406,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.84490479,1779490038.092468,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.85429002,1779490038.1018534,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.862728643,1779490038.1102922,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.872580576,1779490038.1201441,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.883034145,1779490038.1305983,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.893199071,1779490038.1407628,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.903225193,1779490038.1507885,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.911065717,1779490038.1586292,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.921106487,1779490038.16867,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.929480633,1779490038.177044,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.9382446,1779490038.185808,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.947916326,1779490038.1954808,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.956259512,1779490038.2038229,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.965063513,1779490038.212627,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.973999113,1779490038.2215626,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1192.982856369,1779490038.2304196,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1192.992122998,1779490038.239687,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.002146287,1779490038.2497096,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.009962943,1779490038.2575262,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.019305214,1779490038.2668686,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.027687749,1779490038.2752514,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.037598658,1779490038.285162,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.045421369,1779490038.2929845,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.054812099,1779490038.3023758,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.06379614,1779490038.31136,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.073334321,1779490038.3208978,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.081504763,1779490038.3290682,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.091683965,1779490038.3392482,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.101711458,1779490038.349275,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.10951867,1779490038.3570821,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.119374565,1779490038.3669379,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.127263918,1779490038.3748276,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.136512531,1779490038.3840759,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.14564356,1779490038.3932068,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.155528194,1779490038.4030914,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.165554224,1779490038.413118,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.174056749,1779490038.4216201,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.183383206,1779490038.4309464,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.192262627,1779490038.4398267,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.20228586,1779490038.4498494,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.210752407,1779490038.458316,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.219524095,1779490038.4670873,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.228554207,1779490038.4761178,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.237924457,1779490038.4854887,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.247734227,1779490038.4952974,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.255789381,1779490038.5033529,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.265528601,1779490038.5130918,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.273570498,1779490038.521134,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.282735357,1779490038.5302987,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.291807003,1779490038.5393713,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.301832477,1779490038.5493958,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.30970922,1779490038.5572727,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.31961026,1779490038.5671737,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.327555535,1779490038.5751188,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.336790518,1779490038.5843537,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.34534328,1779490038.5929067,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.354586448,1779490038.60215,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.363126063,1779490038.6106892,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.371630977,1779490038.6191943,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.380246252,1779490038.6278095,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.390061799,1779490038.6376262,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.400086514,1779490038.64765,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.407987348,1779490038.6555507,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.418104,1779490038.665668,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.428120975,1779490038.6756847,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.435990311,1779490038.6835537,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.445951402,1779490038.6935148,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.45381822,1779490038.7013817,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.463784125,1779490038.7113473,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.472191714,1779490038.719755,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.481524004,1779490038.729087,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.491754425,1779490038.7393184,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.501775992,1779490038.7493393,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.50964444,1779490038.7572079,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.519536703,1779490038.7670999,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.52741689,1779490038.77498,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.537360001,1779490038.7849233,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.545201469,1779490038.792765,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.5550784,1779490038.802642,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.563594646,1779490038.811158,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.572284156,1779490038.8198476,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.581354838,1779490038.8289182,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.591501766,1779490038.839066,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.601799292,1779490038.8493638,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.611813434,1779490038.859377,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.62019895,1779490038.8677623,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.630241775,1779490038.8778052,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.638594275,1779490038.8861578,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.647483972,1779490038.8950474,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.656418962,1779490038.9039829,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.664565609,1779490038.9121296,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.674046943,1779490038.9216106,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.683023448,1779490038.9305868,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.692476099,1779490038.94004,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.702390749,1779490038.9499543,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.710131207,1779490038.9576945,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.720176661,1779490038.9677403,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.728718923,1779490038.9762824,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.737325236,1779490038.984889,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.746445285,1779490038.9940085,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.754704738,1779490039.0022678,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.764744397,1779490039.0123076,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.772577052,1779490039.0201406,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.782488149,1779490039.0300527,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.792715424,1779490039.0402796,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.802734882,1779490039.0502982,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.810535503,1779490039.058099,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.820499595,1779490039.0680628,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.827736689,1779490039.0752997,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.837059426,1779490039.0846226,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.845497236,1779490039.0930605,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.854878228,1779490039.1024415,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.863067688,1779490039.110631,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.873110959,1779490039.1206744,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.880881619,1779490039.128445,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.891521564,1779490039.1390855,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.901547114,1779490039.1491103,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.909384121,1779490039.1569474,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.918788019,1779490039.1663513,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.927745249,1779490039.1753085,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.93652742,1779490039.1840909,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.945071924,1779490039.192636,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.955088846,1779490039.2026525,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.964711059,1779490039.2122753,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.974719851,1779490039.2222834,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1193.983255505,1779490039.2308187,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1193.993286666,1779490039.2408507,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.00330805,1779490039.2508712,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.011140206,1779490039.2587035,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.021175681,1779490039.268739,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.029581401,1779490039.277145,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.038371608,1779490039.285935,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.046753274,1779490039.2943165,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.055484319,1779490039.3030477,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.065138437,1779490039.3127017,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.072944558,1779490039.320508,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.082990717,1779490039.3305538,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.092257367,1779490039.3398216,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.10228325,1779490039.3498468,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.110665305,1779490039.3582287,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.119572558,1779490039.367136,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.128535492,1779490039.3760989,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.137442819,1779490039.3850064,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.14647695,1779490039.394041,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.156492242,1779490039.4040558,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.165466527,1779490039.41303,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.175495114,1779490039.4230587,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.183325566,1779490039.430889,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.192817623,1779490039.4403818,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.202118029,1779490039.4496815,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.211333701,1779490039.458897,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.219950237,1779490039.4675136,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.229106784,1779490039.47667,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.237162866,1779490039.4847262,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.246952473,1779490039.494516,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.254932412,1779490039.5024958,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.264669764,1779490039.512233,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.272775768,1779490039.520339,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.282468938,1779490039.5300324,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.292574056,1779490039.540138,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.302600402,1779490039.5501637,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.31044676,1779490039.55801,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.320600782,1779490039.5681648,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.330612759,1779490039.578176,0.078125,0.078125,0.0,N,,hardware
E-LC,thrust,1194.338791275,1779490039.5863545,0.078125,0.078125,0.0,N,,hardware
N-LC,thrust,1194.348471761,1779490039.5960352,0.078125,0.078125,0.0,N,,hardware
